0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,y
15,66,8,3,4,41708,632,4200,1,913,4200,17260,262,4808,1,791,4807,10,24,0,11,24,4,3,4,1,19,3,29,26,16,10,17,7,105,65,114,49,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,10,0,23,23,32,0,58,58,573,6,1434,1428,21,46,14,3,3,46345,1008,6800,1,1250,6799,65808,1431,6808,6,1643,6802,19,45,6,16,39,4,3,4,1,20,3,29,26,16,10,17,7,105,65,114,49,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,9,0,23,23,29,0,56,56,530,6,1432,1426,2018,9,25,204,0,30,1
14,53,6,3,4,51563,973,29543,2,4153,29541,2038527,38463,49967,1037,6589,48931,15,45,0,8,45,5,3,5,2,20,4,29,25,21,10,22,12,137,67,147,80,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,16,7,23,16,26,0,59,59,931,470,1400,930,2,3,2,2,2,711,237,330,100,122,230,116286,38762,38942,38622,164,320,8,24,0,14,24,5,5,5,0,19,19,19,0,21,21,21,0,140,140,140,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,17,7,26,21,28,7,906,621,1048,427,2016,9,10,168,1,39,0
16,49,9,4,4,15134,309,4200,1,980,4200,4744,97,252,5,61,248,21,45,6,12,39,5,3,5,2,16,1,31,30,18,11,22,11,119,70,150,80,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,0,23,23,26,0,58,58,784,52,1431,1379,4,11,4,4,4,15164,1379,4448,1,1836,4447,16400,1491,4452,125,1781,4327,35,45,9,14,36,4,3,5,2,21,8,31,23,16,11,22,11,104,70,148,78,3,1,6,5,1,0,1,1,0,0,0,0,1,0,1,1,15,9,22,13,34,0,58,58,890,565,1356,791,2013,7,19,17,1,46,0
14,43,3,2,4,32587,758,5000,4,1507,4997,786156,18283,23192,2419,4532,20774,16,36,0,9,36,4,3,5,2,16,1,29,28,15,9,22,13,97,61,147,86,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,10,2,20,18,34,6,59,53,598,179,1211,1032,4,6,3,3,3,15576,2596,5000,9,2121,4992,134613,22436,27102,18813,3218,8290,30,45,12,14,33,4,3,5,2,19,3,29,26,15,11,18,7,100,75,124,49,5,2,6,4,1,0,1,1,0,0,0,0,0,0,0,0,14,8,22,14,40,6,55,49,870,486,1354,868,2018,5,31,23,0,55,0
5,7,5,2,4,581100,83015,218976,1800,93842,217176,100179,14312,42519,71,14694,42448,11,30,0,10,30,4,3,5,2,20,15,27,12,16,12,21,9,102,80,139,59,4,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,15,10,19,9,12,0,46,46,904,600,1186,586,4,30,5,2,2,547230,18241,202666,80,52166,202586,1918320,63944,221438,2542,82099,218896,29,39,0,16,39,4,3,5,2,19,2,31,29,15,10,22,12,100,66,147,81,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,15,9,19,10,32,3,53,50,914,588,1153,565,2016,4,28,20,1,58,0
3,12,3,3,4,19366,1614,3900,1,1188,3899,66,6,12,2,4,10,10,24,6,7,18,4,3,5,2,13,2,22,20,15,10,21,11,96,62,143,81,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,14,4,21,17,34,8,56,48,869,265,1283,1018,2,20,2,2,2,19358,968,2210,50,572,2160,36219,1811,3904,712,914,3193,33,33,33,0,0,4,3,5,2,12,2,22,20,15,10,21,11,96,62,143,81,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,16,11,22,11,35,1,50,49,977,705,1321,616,2013,11,12,7,1,19,0
27,204,12,5,6,174326,855,10000,-2000,1307,12000,166820,818,10013,1,1353,10013,12,63,0,10,63,4,3,4,1,14,1,29,28,14,9,17,8,88,61,112,51,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,14,0,23,23,31,0,59,59,843,11,1436,1425,34,146,18,4,6,174556,1196,14300,1,2185,14299,216822,1486,14313,2,2447,14312,23,48,0,14,48,4,3,4,1,14,1,29,28,13,9,17,8,85,61,112,51,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,14,0,23,23,31,0,59,59,837,10,1425,1415,2016,8,31,63,0,35,1
13,27,7,4,4,314809,11660,50001,88,15674,49914,596506,22093,66291,10,23135,66281,14,45,6,9,39,4,3,5,2,15,5,25,20,12,10,19,9,77,65,126,61,3,1,6,5,1,0,1,1,0,0,0,0,0,0,0,0,17,10,22,12,32,3,59,56,1025,634,1350,716,7,7,7,2,2,314246,44893,100000,88,33657,99913,364061,52009,106291,509,40608,105782,9,12,6,2,6,3,3,3,0,14,6,25,19,12,10,13,3,74,66,85,19,3,1,6,5,1,0,1,1,0,0,0,0,0,0,0,0,15,9,19,10,25,0,53,53,873,561,1168,607,2015,8,21,296,0,41,1
11,39,11,5,4,83225,2134,10000,1,2248,10000,35000,898,5796,0,1535,5796,8,24,0,11,24,5,5,5,0,28,28,28,0,22,22,22,0,149,149,149,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,19,3,32,2,58,56,1064,978,1142,164,22,26,9,3,4,83247,3202,8000,5,1928,7995,115975,4461,13002,5,3092,12997,10,33,0,8,33,5,5,5,0,28,28,28,0,22,22,22,0,149,149,149,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,18,2,32,2,52,50,1047,977,1132,155,2018,12,9,38,0,38,1
7,16,6,3,4,21603,1351,3678,10,1278,3668,42996,2688,6289,10,2458,6279,18,45,0,17,45,4,3,5,2,9,1,29,28,15,9,19,10,96,61,127,66,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,8,0,18,18,36,0,57,57,505,50,1112,1062,2,5,2,2,3,20727,4146,5987,160,2429,5827,24724,4945,6299,3512,1262,2787,41,48,9,18,39,4,3,5,2,24,6,31,25,18,14,22,8,115,91,152,61,2,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,14,11,16,5,20,2,43,41,836,662,986,324,2012,8,7,21,0,43,0
38,81,6,4,4,18372,227,6000,1,840,5999,38801,480,3717,6,725,3711,22,45,6,12,39,4,3,5,2,19,1,31,30,15,11,21,10,97,71,139,68,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,1,22,21,30,0,59,59,828,61,1376,1315,2,7,3,2,2,18382,2626,4743,100,1775,4643,21912,3131,6742,531,2275,6211,52,54,39,6,15,4,3,5,2,15,8,21,13,16,11,19,8,106,70,131,61,4,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,14,10,16,6,31,8,53,45,836,653,1011,358,2015,9,22,55,1,33,0
3,38,4,2,4,58716,1546,5000,1,2197,4999,358261,9428,42121,1,13047,42121,12,24,0,12,24,5,3,5,2,9,1,30,29,17,11,19,8,111,74,125,51,5,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,0,23,23,26,8,59,51,853,8,1420,1412,5,17,5,3,3,58726,3455,42620,1,10401,42619,90797,5341,42621,3,11490,42618,24,33,6,14,27,4,3,5,2,13,1,30,29,15,11,18,7,100,74,123,49,5,3,6,3,1,0,1,1,1,0,1,1,1,0,1,1,17,0,23,23,30,11,56,45,1018,12,1417,1405,2017,1,4,303,0,25,1
11,28,9,6,6,42990,1536,18000,1,4004,17999,159,6,42,1,8,41,26,45,6,12,39,3,3,3,0,10,1,17,16,11,9,12,3,70,61,77,16,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,15,4,21,17,28,0,58,58,911,250,1318,1068,11,22,9,3,4,42989,1955,10000,1,3183,10000,72180,3281,18042,2,5481,18040,23,33,6,13,27,3,3,3,0,10,1,14,13,11,9,11,2,70,61,74,13,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,16,8,20,12,24,0,53,53,927,533,1204,671,2015,3,8,380,0,32,1
11,129,7,4,4,30030,233,7352,1,1116,7351,87507,679,8825,4,1334,8821,28,45,12,15,33,5,3,5,2,15,1,31,30,18,9,22,13,117,61,150,89,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,0,23,23,29,0,59,59,856,3,1409,1406,2,11,2,2,2,30518,2775,8000,118,3210,7882,32892,2991,8832,530,3299,8303,12,33,9,8,24,5,3,5,2,16,5,29,24,17,10,22,12,109,67,150,83,4,1,6,5,1,0,1,1,0,0,0,0,0,0,0,0,12,5,23,18,33,4,59,55,720,320,1439,1119,2014,1,21,172,0,56,0
39,249,15,5,8,370711,1489,8000,1,1992,8000,218427,878,5142,1,1138,5142,15,45,0,8,45,5,3,5,2,14,2,30,28,17,10,22,12,111,63,150,87,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,13,2,23,21,33,0,59,59,767,135,1415,1280,9,113,8,4,6,370804,3282,9800,16,1929,9784,454928,4026,10142,67,1942,10076,38,45,0,14,45,5,3,5,2,8,3,25,22,15,10,21,11,99,63,142,79,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,17,6,23,17,32,0,59,59,993,416,1413,997,2015,5,7,101,1,53,0
5,13,4,2,4,438200,33708,200000,500,62249,199500,404922,31148,200724,0,75150,200724,36,72,0,35,72,4,3,5,2,13,1,29,28,16,10,20,10,101,62,133,71,2,0,5,5,0,0,0,0,1,0,1,1,0,0,0,0,12,2,17,15,26,0,55,55,741,131,1039,908,4,10,3,3,3,337275,33728,114720,50,50478,114670,462504,46251,217724,485,75008,217239,16,28,0,14,28,4,3,5,2,17,10,28,18,17,11,20,9,108,70,133,63,2,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,6,0,13,13,14,0,41,41,338,6,794,788,2009,11,11,225,1,67,0
22,78,5,5,5,98443,1263,31000,4,5930,30997,1205460,15455,72503,8441,11769,64062,19,57,0,10,57,4,3,5,2,17,1,31,30,15,9,21,12,96,61,142,81,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,15,9,22,13,30,0,58,58,871,588,1329,741,4,8,5,5,5,100469,12559,31000,88,11911,30913,303947,37994,72721,11041,23865,61681,6,12,0,4,12,4,4,4,0,20,13,28,15,17,16,18,2,111,104,119,15,5,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,15,12,21,9,23,2,42,40,878,736,1262,526,2011,7,14,167,0,71,0
49,50,20,2,3,154346,3087,7770,1009,1263,6761,262175,5244,19940,217,4615,19723,9,12,6,2,6,5,5,5,0,23,11,31,20,22,20,22,2,144,132,152,20,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,12,6,18,12,30,3,59,56,750,403,1113,710,47,49,19,3,3,165536,3379,17013,1000,3161,16013,358054,7308,24217,1234,5405,22984,9,33,6,4,27,5,5,5,0,22,10,31,21,21,19,22,3,143,131,152,21,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,13,7,19,12,27,1,58,57,762,423,1149,726,2020,5,8,30,0,44,1
21,69,5,2,3,16923,246,4000,1,781,4000,46409,673,5573,2,1069,5572,29,45,0,16,45,4,3,5,2,19,1,31,30,17,9,22,13,107,61,152,91,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,15,0,23,23,28,0,59,59,910,16,1395,1379,2,6,2,2,3,16771,2796,5629,6,2914,5623,17903,2984,5630,468,2711,5162,30,45,9,17,36,4,3,5,2,17,8,27,19,15,10,20,10,98,68,138,70,5,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,13,9,20,11,23,6,37,31,803,546,1237,691,2019,4,26,191,0,23,0
23,215,8,2,3,16659,78,5130,1,382,5130,8297608,38594,41051,32802,1621,8249,20,45,0,12,45,4,3,5,2,17,1,31,30,16,10,22,12,106,63,152,89,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,0,23,23,28,0,59,59,827,36,1418,1382,7,42,4,3,4,16433,392,5000,3,1151,4997,1594511,37965,41091,33270,1918,7822,16,36,0,18,36,4,3,5,2,19,3,31,28,16,10,22,12,101,68,152,84,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,17,1,23,22,28,0,59,59,1001,111,1393,1282,2015,9,8,15,1,32,0
8,44,7,4,5,164562,3741,79000,1,12313,79000,521056,11843,79889,0,23674,79889,25,45,0,21,45,5,3,5,2,16,1,30,29,18,9,22,13,117,61,151,90,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,11,2,21,19,30,3,59,56,659,128,1293,1165,6,29,8,5,6,152358,5254,40522,5,9803,40517,304928,10515,79976,13,17488,79963,25,45,0,15,45,5,3,5,2,18,2,30,28,19,11,22,11,127,75,151,76,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,14,6,21,15,26,0,59,59,819,411,1293,882,2019,2,10,355,1,33,0
16,116,2,2,2,538229,4640,10000,1,2427,9999,1274729,10990,36091,290,8094,35802,10,24,9,3,15,4,3,5,2,12,1,30,29,16,10,22,12,101,62,150,88,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,0,22,22,28,0,59,59,795,26,1361,1335,3,167,2,2,2,545173,3265,40000,101,3229,39900,2433854,14574,43091,3162,8433,39929,37,45,9,7,36,4,3,5,2,11,1,31,30,15,9,22,13,100,61,149,88,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,15,8,23,15,25,0,59,59,873,505,1404,899,2016,8,31,167,0,44,0
5,20,5,2,4,234425,11722,100000,1,23741,99999,988231,49412,287723,2309,79620,285415,7,24,0,7,24,4,3,5,2,13,1,31,30,15,10,19,9,97,62,128,66,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,12,0,23,23,34,4,57,53,721,5,1405,1400,5,9,5,4,4,468188,52021,280000,1,89576,279999,556363,61819,287724,13459,87061,274265,6,6,0,2,6,4,3,5,2,13,1,31,30,14,10,19,9,90,62,128,66,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,12,0,16,16,27,5,46,41,707,5,1002,997,2010,10,7,298,1,37,0
24,175,5,2,3,23872,137,1890,1,243,1890,49880,286,2283,1,458,2283,17,45,0,13,45,4,3,5,2,15,1,31,30,14,9,22,13,92,61,150,89,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,0,23,23,29,0,59,59,819,2,1432,1430,7,95,3,2,4,22672,239,1899,1,336,1898,42281,446,2293,3,529,2290,22,45,0,13,45,4,3,5,2,17,2,31,29,16,10,22,12,101,62,150,88,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,15,0,23,23,26,0,59,59,869,5,1418,1413,2019,7,13,37,0,31,1
6,65,5,4,4,5121466,78792,750000,1,173879,750000,4418647,67980,821659,1008,171842,820651,22,45,0,19,45,4,3,5,2,15,1,31,30,16,10,22,12,102,62,151,89,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,2,22,20,33,2,59,57,822,139,1341,1202,9,22,9,6,8,2687552,122162,526000,17,167387,525984,4149992,188636,821819,1821,252347,819998,14,45,0,17,45,4,3,5,2,15,1,28,27,16,10,22,12,103,68,147,79,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,13,8,23,15,26,0,56,56,766,493,1399,906,2016,3,7,346,1,33,1
42,75,21,4,5,425483,5674,30000,-9000,6014,39000,164798,2198,26135,1,4151,26134,15,45,6,13,39,3,3,3,0,16,3,25,22,12,10,13,3,76,63,85,22,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,13,0,23,23,30,0,59,59,773,22,1424,1402,74,113,23,4,4,425734,3768,30000,1,5123,29999,846944,7496,32701,69,6581,32633,9,33,6,5,27,3,3,3,0,17,3,25,22,12,10,13,3,77,63,85,22,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,13,0,23,23,30,0,59,59,792,17,1419,1402,2019,12,8,62,0,21,1
4,13,5,4,5,397252,30558,200000,495,60762,199506,73877,5683,11089,0,2807,11089,8,45,0,13,45,4,3,5,2,25,8,31,23,17,13,22,9,109,83,151,68,3,0,5,5,0,0,0,0,0,0,0,0,1,0,1,1,8,1,21,20,19,4,50,46,471,101,1272,1171,4,10,4,2,2,397250,39725,100000,102,47933,99899,556931,55694,204625,5503,67749,199122,33,45,9,17,36,5,3,5,2,16,8,23,15,18,11,20,9,115,75,137,62,4,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,15,9,17,8,29,2,45,43,887,577,1065,488,2016,12,13,58,1,33,0
17,86,6,2,4,164632,1915,15015,1,2991,15014,147733,1718,8739,60,1702,8680,26,45,0,18,45,4,3,5,2,15,1,31,30,16,9,22,13,102,61,152,91,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,1,22,21,29,0,56,56,775,82,1353,1271,9,37,6,3,3,164780,4454,13906,700,3462,13206,259052,7002,18529,1059,4854,17470,30,45,9,12,36,4,3,5,2,14,1,31,30,16,9,22,13,102,61,152,91,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,7,22,15,25,2,59,57,839,452,1351,899,2016,6,14,319,0,43,0
4,23,5,4,4,247109,10744,30000,50,8506,29950,2833,124,695,1,189,695,13,30,6,10,24,5,3,5,2,18,1,31,30,17,11,22,11,112,75,150,75,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,12,4,18,14,23,0,56,56,727,260,1080,820,3,29,3,2,2,247107,8521,30000,20,6931,29981,374309,12908,30097,4009,6800,26088,32,33,9,7,24,5,3,5,2,18,1,31,30,18,11,22,11,118,75,150,75,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,1,23,22,27,1,59,58,755,107,1384,1277,2019,10,12,55,0,42,0
4,14,5,3,6,87920,6280,29981,1,9528,29981,448278,32020,82906,1,35146,82906,10,24,0,11,24,3,3,3,0,23,21,23,2,13,12,13,1,83,81,83,2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,17,6,18,12,34,2,52,50,1002,386,1132,746,4,8,4,3,3,87921,10991,67900,1,24037,67899,155841,19481,87906,2,36456,87905,27,33,9,12,24,3,3,3,0,23,21,26,5,13,12,13,1,83,81,86,5,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,14,7,18,11,25,1,55,54,850,471,1107,636,2017,4,15,72,0,25,1
9,369,7,3,6,96861,263,44200,1,2461,44200,13105895,35518,47391,28593,4448,18799,36,48,0,14,48,4,3,5,2,16,1,31,30,15,9,22,13,100,61,152,91,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,0,23,23,28,0,59,59,863,5,1427,1422,7,21,6,4,4,91422,4354,44200,1,10196,44200,804796,38324,78558,31518,10289,47041,16,45,0,20,45,5,3,5,2,12,1,27,26,16,10,20,10,107,64,137,73,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,12,8,17,9,25,2,52,50,705,520,1052,532,2006,4,4,267,1,36,0
3,15,4,3,3,25680,1712,5000,33,1605,4967,39890,2660,5000,452,1440,4548,29,45,9,14,36,4,3,5,2,26,2,31,29,17,10,22,12,110,62,152,90,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,13,7,19,12,31,2,51,49,791,461,1167,706,4,15,4,2,2,27050,1804,5000,16,1742,4985,71876,4792,7802,2091,1760,5711,15,45,9,12,36,4,3,5,2,25,13,31,18,17,11,22,11,112,73,152,79,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,13,7,19,12,27,0,56,56,799,458,1162,704,2009,12,30,33,1,83,0
10,39,4,4,4,143277,3674,50000,3,9736,49998,141065,3618,51145,66,8734,51079,24,52,9,16,43,4,3,5,2,14,2,31,29,12,10,19,9,77,62,126,64,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,13,6,23,17,22,0,51,51,779,363,1415,1052,5,6,5,5,5,133489,22249,58800,1000,25307,57800,140366,23395,61145,2480,26210,58665,20,48,9,17,39,4,3,5,2,9,4,18,14,13,10,19,9,84,64,126,62,3,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,12,5,22,17,32,11,49,38,752,311,1353,1042,2017,3,20,212,0,39,0
22,285,3,3,3,15562,55,5000,1,368,5000,601308,2110,9079,127,2544,8953,18,36,9,5,27,5,3,5,2,18,1,31,30,17,10,22,12,110,62,152,90,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,0,22,22,29,0,59,59,753,0,1350,1350,1,3,1,1,1,19420,6474,8956,4278,2353,4678,19980,6660,9107,4405,2357,4703,45,45,45,0,0,4,3,5,2,11,10,11,1,15,11,19,8,101,70,131,61,4,1,6,5,1,0,1,1,0,0,0,0,0,0,0,0,12,11,12,1,30,15,52,37,710,681,735,54,2014,2,28,68,0,49,0
4,33,5,4,5,286505,8682,47850,1,10580,47849,29975,909,26004,8,4510,25997,12,45,9,8,36,5,3,5,2,17,1,30,29,17,11,22,11,112,71,151,80,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,9,2,19,17,37,4,59,55,557,175,1161,986,3,27,2,2,2,286372,10607,47832,30,11038,47803,292908,10849,47902,91,10934,47812,44,45,9,7,36,5,3,5,2,17,1,30,29,17,11,22,11,112,72,151,79,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,7,6,8,2,28,0,59,59,430,380,526,146,2014,6,30,39,0,44,1
37,231,9,4,5,29828,130,17595,1,1195,17595,277519,1202,23120,1,3232,23119,22,48,6,12,42,4,3,5,2,16,1,31,30,16,10,22,12,107,64,152,88,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,16,0,23,23,28,0,59,59,979,4,1383,1379,5,22,5,3,4,30239,1375,23000,2,4880,22999,59889,2723,23124,45,6653,23079,15,45,0,15,45,5,3,5,2,15,1,31,30,17,9,21,12,110,61,142,81,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,17,13,22,9,24,3,52,49,1019,786,1344,558,2016,2,26,218,0,25,0
27,125,5,5,6,46585,373,8750,-2400,1115,11150,70433,564,6742,4,1006,6738,16,47,0,9,47,4,3,5,2,17,1,31,30,15,9,22,13,98,61,152,91,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,3,22,19,28,0,59,59,792,225,1371,1146,5,31,4,3,4,50046,1615,8750,7,1943,8744,64165,2070,15492,117,3055,15375,9,24,0,4,24,4,3,5,2,17,1,31,30,16,9,22,13,102,61,147,86,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,6,21,15,31,0,57,57,790,366,1262,896,2015,3,21,260,1,29,0
2,20,2,2,3,29714,1486,5000,1,1648,4999,1938407,96921,110216,89905,6730,20311,4,24,0,9,24,5,3,5,2,20,3,26,23,20,12,22,10,134,77,147,70,3,1,6,5,1,0,1,1,0,0,0,0,0,0,0,0,14,3,21,18,12,2,55,53,846,195,1266,1071,1,3,1,1,1,14298,4766,5839,3563,1144,2277,314902,104968,110217,95909,7879,14308,33,33,33,0,0,4,3,5,2,26,24,28,4,18,13,21,8,116,84,145,61,3,1,6,5,1,0,1,1,0,0,0,0,0,0,0,0,16,15,16,1,47,33,54,21,987,933,1014,81,2018,4,9,0,0,40,0
21,147,4,4,5,22437,153,3000,1,487,2999,282665,1923,11587,1,2335,11586,18,45,6,6,39,5,3,5,2,15,1,31,30,16,9,22,13,105,61,150,89,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,0,23,23,28,0,58,58,805,3,1404,1401,4,6,2,2,2,15584,2598,4653,40,2057,4613,35502,5917,11587,1952,3746,9635,12,21,9,5,12,4,3,5,2,17,2,31,29,16,10,22,12,103,62,152,90,2,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,18,8,21,13,33,2,50,48,1113,530,1262,732,2015,12,17,181,1,47,0
10,12,4,1,1,153115,12760,30290,1857,9840,28433,331678,27640,60357,1187,17677,59170,9,9,6,2,3,3,3,3,0,21,2,31,29,13,10,14,4,81,62,91,29,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,11,8,15,7,31,8,59,51,686,518,944,426,6,10,4,1,1,155290,15529,32000,2000,10423,30000,424876,42488,80357,17902,17632,62455,9,9,6,1,3,3,3,3,0,20,10,27,17,13,11,13,2,80,70,87,17,4,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,14,7,19,12,24,3,49,46,858,424,1151,727,2017,8,16,66,0,32,1
6,17,3,3,4,31871,1875,5500,133,2056,5368,64850,3815,7462,1,2942,7461,28,48,0,22,48,5,3,5,2,14,10,30,20,17,11,22,11,108,70,151,81,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,13,4,22,18,35,4,56,52,808,278,1357,1079,4,14,5,3,5,36236,2589,7721,163,2668,7558,73588,5257,9667,502,2805,9165,25,36,9,13,27,5,3,5,2,16,10,29,19,17,11,22,11,113,70,150,80,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,15,9,18,9,26,0,51,51,904,559,1108,549,2018,8,9,30,0,33,0
2,26,1,1,1,56981,2192,16953,142,3400,16811,5001,193,3000,0,694,3000,9,9,9,0,0,4,3,5,2,10,1,27,26,13,9,22,13,82,61,148,87,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,11,6,16,10,29,3,58,55,673,382,970,588,4,25,2,2,2,56981,2280,16953,142,3439,16811,57281,2292,16953,142,3446,16811,31,42,24,8,18,4,3,5,2,11,1,27,26,13,9,22,13,83,61,148,87,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,11,8,21,13,32,1,57,56,683,484,1287,803,2019,8,10,69,0,36,0
14,78,7,4,5,84690,1086,23607,1,3582,23606,17936,230,1221,1,280,1221,18,45,0,9,45,4,3,5,2,16,1,31,30,16,10,22,12,104,63,152,89,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,15,0,23,23,27,0,56,56,918,31,1425,1394,5,68,5,3,4,84696,1246,23608,30,3814,23579,105878,1558,24676,40,3922,24636,35,45,12,5,33,4,3,5,2,16,2,31,29,16,10,22,12,102,62,150,88,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,13,9,22,13,30,0,59,59,772,543,1333,790,2017,6,15,351,0,47,0
3,18,3,3,3,1079720,59985,285105,10,75698,285095,66800,3712,37345,0,9808,37345,24,24,9,4,15,4,4,4,0,7,5,7,2,15,14,15,1,98,96,98,2,2,1,6,5,1,0,1,1,0,0,0,0,0,0,0,0,12,11,13,2,24,7,44,37,744,704,807,103,24,27,12,3,3,1079720,39990,200000,15,51066,199985,1660305,61493,285105,15,72832,285090,10,33,6,5,27,4,4,4,0,7,5,7,2,15,14,15,1,98,96,98,2,2,1,6,5,1,0,1,1,0,0,0,0,0,0,0,0,12,11,13,2,25,7,44,37,745,704,805,101,2019,9,17,91,0,27,1
9,23,4,4,4,100708,4379,30000,1,7902,29999,28320,1232,21027,2,4369,21025,19,43,6,9,37,4,3,5,2,12,1,29,28,14,9,22,13,89,61,149,88,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,15,2,20,18,26,2,58,56,885,170,1243,1073,6,14,5,4,4,100350,7168,45000,50,11930,44950,152811,10916,51027,1005,17061,50023,28,57,9,17,48,4,3,5,2,12,1,29,28,14,9,22,13,87,61,149,88,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,16,9,19,10,25,3,50,47,937,590,1161,571,2015,6,18,83,1,47,0
